NAVID;Français
1176;Juga alvéolaires de la mandibule
1177;Bord interalvéolaire de la mandibule
1178;Branche de la mandibule
1179;Angle de la mandibule
1180;Processus angulaire
1181;Tubérosité du muscle sternomandibulaire
1182;Fosse massétérique
1183;Fosse ptérygoïde
1184;Foramen mandibulaire
1185;Canal mandibulaire
1186;Sillon mylohyoïdien
1187;Processus coronoïde de la mandibule
1188;Incisure mandibulaire
1189;Processus condylaire
1190;Tête de la mandibule
1191;Col de la mandibule
1192;Fossette ptérygoïdienne
1193;Appareil hyoïdien
1194;Os basihyoïdien
1195;Processus lingual
1196;Os cératohyoïdien [Petite corne]
1197;Os thyrohyoïdien [Grande corne]
1198;Os épihyoïdien
1199;Os stylohyoïdien
1200;Angle stylohyoïdien
1201;Os tympanohyoïdien
1201;Vertèbre
1202;Corps vertébral
1203;Extrémité crâniale [Tête de la vertèbre]
1204;Extrémité caudale [Fosse de la vertèbre]
1205;Crête ventrale
1206;Arc vertébral
1207;Pédicule de l'arc vertébral
1208;Lame de l'arc vertébral
1209;Foramen vertébral
1210;Canal vertébral
1211;Espace inter-arcal
1212;Foramen intervertébral
1213;Incisure vertébrale crâniale
1214;Incisure vertébrale caudale
1215;Foramen vertébral latéral
1216;Sillon du nerf spinal
1217;Processus épineux
1218;Processus transverse
1219;Processus costal
1220;Processus articulaire crânial de la vertèbre
1221;Processus articulaire caudal de la vertèbre
1222;Processus accessoire
1223;Processus mamillaire
1224;Vertèbres cervicales
1225;Vertèbre C1 (Atlas)
1225;Masse latérale
1225;Processus transverse de l'atlas
1225;Foramen alaire
1225;Incisure alaire (Car)
1225;Fosse atloïdienne
1225;Fossette articulaire crâniale
1225;Fossette articulaire caudale
1225;Arc ventral
1225;Fossette de la dent
1225;Tubercule ventral de l'atlas
1225;Arc dorsal
1225;Tubercule dorsal de l'atlas
1226;Vertèbre C2 (Axis)
1226;Dent de l'axis
1226;Apex de la dent
1226;Surface articulaire ventrale
1226;Surface articulaire dorsale
1227;Vertèbre C3
1228;Vertèbre C4
1229;Vertèbre C5
1230;Vertèbre C6
1231;Vertèbre C7
1232;Vertèbres thoraciques
1233;Vertèbre T1
1234;Vertèbre T2
1235;Vertèbre T3
1236;Vertèbre T4
1237;Vertèbre T5
1238;Vertèbre T6
1239;Vertèbre T7
1240;Vertèbre T8
1241;Vertèbre T9
1242;Vertèbre T10
1243;Vertèbre T11
1244;Vertèbre T12
1245;Vertèbre T13
1246;Vertèbre T14
1247;Vertèbre T15
1248;Vertèbre T16
1249;Vertèbre T17
1249;Vertèbre T18
1249;Vertèbre anticlinale
1250;Vertèbres lombaires
1251;Vertèbre L1
1252;Vertèbre L2
1253;Vertèbre L3
1254;Vertèbre L4
1255;Vertèbre L5
1256;Vertèbre L6
1257;Vertèbre L7
1259;Processus transverse de la vertèbre cervicale
1260;Tubercule ventral
1261;Lame ventrale [vertèbre cervicale VI]
1262;Foramen transversaire
1263;Tubercule dorsal
1264;Fossette costale caudale [Vertèbre cervicale VII]
306;Sacrum
S1;Vertèbre S1
S2;Vertèbre S2
S3;Vertèbre S3
S4;Vertèbre S4
S5;Vertèbre S5
306;Base du sacrum
306;Processus articulaire crânial
306;Promontoire du sacrum
306;Partie latérale du sacrum
306;Aile du sacrum
306;Surface auriculaire du sacrum
306;Tubérosité sacrale
306;Face dorsale du sacrum
306;Crête sacrale médiane
306;Crête sacrale intermédiaire
306;Foramens sacraux dorsaux
1265;Crête sacrale latérale
1266;Face pelvienne
1267;Foramens sacraux ventraux
1268;Sillons transverses
1269;Apex du sacrum
1270;Processus articulaire caudal
1271;Canal sacral
1272;Foramens intervertébraux
1273;Vertèbres caudales [coccygiennes]
1274;Processus hémal
1275;Arc hémal
1276;Os de l'arc hémal
1277;Squelette thoracique
1277;Os du thorax
1278;Côtes
1279;Côtes sternales
1280;Côtes asternales
1281;Côtes flottantes
1282;Première côte
1283;Deuxième côte
1284;Troisième côte
1285;Quatrième côte
1286;Cinquième côte
1287;Sixième côte
1288;Septième côte
1289;Huitième côte
1290;Neuvième côte
1291;Dixième côte
1292;Onzième côte
1293;Douzième côte
1294;Treizième côte
1295;Quatorzième côte
1296;Quinzième côte
1297;Seizième côte
1298;Dix-septième côte
1298;Dix-huitième côte
1299;Cartilage costal
1299;Cartilages costaux
1299;Cartilage costal de la première côte
1299;Cartilage costal de la deuxième côte
1299;Cartilage costal de la troisième côte
1299;Cartilage costal de la quatrième côte
1299;Cartilage costal de la cinquième côte
1299;Cartilage costal de la sixième côte
1299;Cartilage costal de la septième côte
1299;Cartilage costal de la huitième côte
1299;Cartilage costal de la neuvième côte
1299;Cartilage costal de la dixième côte
1299;Cartilage costal de la onzième côte
1299;Cartilage costal de la douzième côte
1299;Cartilage costal de la treizième côte
1299;Cartilage costal de la quatorzième côte
1299;Cartilage costal de la quinzème côte
1299;Cartilage costal de la seizième côte
1299;Cartilage costal de la dix-septième côte
1299;Cartilage costal de la dix-huitième côte
1300;Côte
1301;Tête de la côte
1302;Surface articulaire de la tête de la côte
1303;Crête de la tête de la côte
1304;Col de la côte
1305;Crête du col de la côte
1306;Corps de la côte
1307;Tubercule costal
1308;Surface articulaire du tubercule de la côte
1309;Angle de la côte
1310;Tubercule du muscle scalène ventral
1311;Tubérosité du muscle longissimus
1312;Tubérosité du muscle iliocostal
1313;Sillon de la côte
1314;Genou de la côte
1315;Sternum
1316;Manubrium sternal
1317;Cartilage du manubrium
1318;Corps du sternum
1319;Crête sternale
1320;Sternèbres
1320;Première sternèbre
1320;Deuxième sternèbre
1320;Troisième sternèbre
1320;Quatrième sternèbre
1320;Cinquième sternèbre
1320;Sixième sternèbre
1320;Septième sternèbre
1320;Huitième sternèbre
1321;Processus xiphoïde
1322;Cartilage xiphoïdien
1323;Incisures costales
1323;Cavité thoracique (Ostéologie)
1324;Ouverture thoracique crâniale
1325;Ouverture thoracique caudale
1326;Sillon pulmonaire
1327;Arc costal
1328;Espace intercostal
1329;Angle de l'arc costal
1330;Os du membre thoracique
1331;Ceinture thoracique
1331;Os de la ceinture scapulaire
1332;Scapula
1333;Face costale [médiale]
1334;Face dentelée
1335;Fosse subscapulaire
1336;Face latérale de la scapula
1337;Épine de la scapula
1338;Tubérosité de l'épine de la scapula (su, eq)
1339;Fosse supra-épineuse
1340;Fosse infra-épineuse
1341;Acromion
1342;Processus hamatus (or, Car)
1343;Processus suprahamatus (or, fe)
1344;Bord dorsal de la scapula
1345;Bord caudal de la scapula
1346;Bord crânial de la scapula
1347;Incisure scapulaire
1348;Angle caudal
1349;Angle ventral
1350;Angle crânial
1351;Cavité glénoïdale
1352;Incisure glénoïdale
1353;Col de la scapula
1354;Tubercule infraglénoïdal
1355;Tubercule supraglénoïdal
1356;Processus coracoïde de la scapula
1357;Cartilage scapulaire
1358;Clavicule (or, fe)
1359;Os de la partie libre du membre thoracique
1359;Squelette du bras
1360;Humérus
1361;Tête de l'humérus
1362;Col de l'humérus
1363;Tubercule majeur
1364;Partie crâniale du tubercule majeur
1365;Partie caudale du tubercule majeur
1366;Crête du tubercule majeur
1367;Tubercule mineur
1368;Partie crâniale du tubercule mineur
1369;Partie caudale du tubercule mineur
1370;Crête du tubercule mineur
1371;Sillon intertuberculaire
1372;Tubercule intermédiaire
1373;Surface du muscle infra-épineux
1374;Tubérosité du muscle petit rond
1375;Ligne tricipitale
1376;Corps de l'humérus
1377;Face crâniale de l'humérus
1378;Face latérale de l'humérus
1379;Face caudale de l'humérus
1380;Face médiale de l'humérus
1381;Crête de l'humérus
1382;Tubérosité deltoïdienne
1383;Sillon du muscle brachial
1384;Tubérosité du muscle grand rond
1385;Crête supracondylaire latérale
1386;Condyle de l'humérus
1387;Capitulum de l'humérus
1388;Trochlée de l'humérus
1389;Fosse olécranienne
1390;Fosse coronoïdienne
1391;Fosse radiale
1392;Foramen supratrochléaire (ca)
1393;Épicondyle médial
1394;Foramen supracondylaire (fe)
1395;Épicondyle latéral
1396;Squelette de l'avant-bras
1397;Radius
1398;Tête du radius
1399;Fossette de la tête radiale
1400;Circonférence articulaire
1401;Col du radius
1402;Tubérosité radiale
1403;Corps du radius
1404;Face crâniale du radius
1405;Face caudale du radius
1406;Crête transverse du radius
1407;Bord médial du radius
1408;Bord latéral du radius
1409;Trochlée du radius
1410;Surface articulaire carpienne
1411;Processus styloïde
1412;Processus styloïde médial
1413;Processus styloïde latéral
1414;Incisure ulnaire
1415;Ulna
1416;Olécrane
1417;Tubérosité de l'olécrane
1418;Processus anconé
1419;Processus coronoïde médial
1420;Processus coronoïde latéral
1421;Incisure trochléaire
1422;Incisure radiale
1423;Corps de l'ulna
1424;Face latérale de l'ulna
1425;Face crâniale de l'ulna
1426;Face médiale de l'ulna
1427;Bord interosseux de l'ulna
1428;Bord latéral de l'ulna
1429;Bord caudal de l'ulna
1430;Bord médial de l'ulna
1431;Tête de l'ulna
1432;Circonférence articulaire de la tête de l'ulna
1433;Processus styloïde de l'ulna
1434;Surface articulaire pour le carpe
1435;Espace interosseux de l'avant-bras
1436;Espace interosseux proximal de l'avant-bras
1437;Espace interosseux distal de l'avant-bras
1438;Squelette de la main
1439;Os du carpe
1440;(Os central du carpe)
1441;Os radial du carpe [Os scaphoïde]
1442;Os intermédiaire du carpe [Os lunatum]
1443;Os ulnaire du carpe [Os triquetrum]
1444;Os accessoire du carpe [Os pisiforme]
1445;Os carpien I [Os trapèze]
1445;Os phacoïde
1446;Os carpien II [Os trapézoïde]
1447;Os carpien III [Os capitatum]
1448;Os carpien IV [Os hamatum]
1449;Os intermédioradial [Os scapholunatum]
1450;Os carpien II et III [Os trapezoidocapitatum]
1451;Sillon carpien
1452;Os sésamoïde du muscle long abducteur du doigt I
1453;(Os sésamoïdes palmaires)
1454;Os métacarpiens I-V
1454;Premier métacarpien
1454;Deuxième métacarpien
1454;Troisième métacarpien
1454;Quatrième métacarpien
1454;Cinquième métacarpien
1455;Base de l'os métacarpien
1456;Surface articulaire de l'os métacarpien
1457;Corps de l'os métacarpien
1458;Face dorsale de l'os métacarpien
1459;Tubérosité de l'os métacarpien III
1460;Face palmaire de l'os métacarpien
1461;Bord médial du métacarpien
1462;Bord latéral du métacarpien
1463;Tête métacarpienne
1464;Os métacarpien III et IV (Ru)
1465;Sillon longitudinal dorsal de l'os métacarpien
1466;Sillon longitudinal palmaire
1467;Canal métacarpien proximal
1468;Canal métacarpien distal
1469;Incisure intercapitale de l'os métacarpien
1470;Os des doigts
1470;Os des doigts de la main
1470;Phalanges de la main
1470;Phalanges du pied
1471;Phalange proximale [Os compedale]
1471;Phalanges proximales de la main
1471;Phalanges proximales du pied
1471;Phalange proximale du premier doigt de la main
1471;Phalange proximale du deuxième doigt de la main
1471;Phalange proximale du troisième doigt de la main
1471;Phalange proximale du quatrième doigt de la main
1471;Phalange proximale du cinquième doigt de la main
1471;Phalange proximale du premier orteil
1471;Phalange proximale du deuxième orteil
1471;Phalange proximale du troisième orteil
1471;Phalange proximale du quatrième orteil
1471;Phalange proximale du cinquième orteil
1472;Base de la phalange proximale
1473;Fossette articulaire de la phalange proximale
1474;Éminence palmaire médiale
1475;Éminence palmaire latérale
1476;Corps de la phalange proximale
1477;Trigone de la phalange proximale
1478;Tête de la phalange proximale
1479;Phalange moyenne [Os coronal]
1479;Phalanges moyennes de la main
1479;Phalanges moyennes du pied
1479;Phalange moyenne du premier doigt de la main
1479;Phalange moyenne du deuxième doigt de la main
1479;Phalange moyenne du troisième doigt de la main
1479;Phalange moyenne du quatrième doigt de la main
1479;Phalange moyenne du cinquième doigt de la main
1479;Phalange moyenne du premier orteil
1479;Phalange moyenne du deuxième orteil
1479;Phalange moyenne du troisième orteil
1479;Phalange moyenne du quatrième orteil
1479;Phalange moyenne du cinquième orteil
1480;Base de la phalange moyenne
1481;Fossette articulaire de la phalange moyenne
1482;Processus extenseur de la main
1483;Tubérosité du fléchisseur
1484;Corps de la phalange moyenne
1485;Tête de la phalange moyenne
1486;Phalange distale [Os ongulaire]
1486;Phalanges distales de la main
1486;Phalanges distales du pied
1486;Phalange distale du premier doigt de la main
1486;Phalange distale du deuxième doigt de la main
1486;Phalange distale du troisième doigt de la main
1486;Phalange distale du quatrième doigt de la main
1486;Phalange distale du cinquième doigt de la main
1486;Phalange distale du premier orteil
1486;Phalange distale du deuxième orteil
1486;Phalange distale du troisième orteil
1486;Phalange distale du quatrième orteil
1486;Phalange distale du cinquième orteil
7743;Griffe du premier doigt de la main
7743;Griffe du deuxième doigt de la main
7743;Griffe du troisième doigt de la main
7743;Griffe du quatrième doigt de la main
7743;Griffe du cinquième doigt de la main
7743;Griffe du premier orteil
7743;Griffe du deuxième orteil
7743;Griffe du troisième orteil
7743;Griffe du quatrième orteil
7743;Griffe du cinquième orteil
1487;Surface articulaire de la phalange distale
1488;Surface articulaire sésamoïdienne
1489;Face pariétale de la phalange distale
1490;Face axiale de la phalange distale
1491;Sillon axial pariétal
1492;Foramen axial
1493;Bord dorsal
1494;Face abaxiale
1495;Sillon pariétal abaxial
1496;Foramen abaxial
1497;Partie médiale de la phalange distale
1498;Sillon pariétal médial
1499;Processus palmaire médial
1500;Foramen du processus palmaire médial
1501;Incisure du processus palmaire médial
1502;Partie dorsale de la phalange distale
1503;Partie latérale de la phalange distale
1504;Sillon pariétal latéral de la phalange distale
1505;Processus palmaire latéral
1506;Foramen du processus palmaire latéral
1507;Incisure du processus palmaire latéral
1508;Processus ongulaire
1509;Surface solaire de la phalange distale
1510;Tubercule du fléchisseur
1511;Surface des fléchisseurs de la phalange distale
1512;Ligne semilunaire
1513;Plan cutané
1514;Sillon solaire médial
1515;Sillon solaire latéral
1516;Foramen solaire axial
1517;Foramen solaire abaxial
1518;Foramen solaire médial
1519;Foramen solaire latéral
1520;Canal solaire
1521;Bord coronaire de la phalange distale
1522;Crête ungulaire
1523;Sillon ungulaire
1524;Processus extenseur du pied
1525;Bord solaire de la phalange distale
1526;(Encoche du bord solaire)
1527;Apex de la phalange distale
1528;Cartilage ungulaire médial
1529;Cartilage ungulaire latéral
1530;Os sésamoïdes de la main
1530;Os sésamoïdes du pied
1530;Os sésamoïdes proximaux
1530;Os sésamoïdes proximaux du premier doigt de la main
1530;Os sésamoïdes proximaux du deuxième doigt de la main
1530;Os sésamoïdes proximaux du troisième doigt de la main
1530;Os sésamoïdes proximaux du quatrième doigt de la main
1530;Os sésamoïdes proximaux du cinquième doigt de la main
1530;Os sésamoïdes proximaux du deuxième orteil
1530;Os sésamoïdes proximaux du troisième orteil
1530;Os sésamoïdes proximaux du quatrième orteil
1530;Os sésamoïdes proximaux du cinquième orteil
1531;Surface articulaire de l'os sésamoïde proximal
1532;Surface du fléchisseur
1533;Surface pour le muscle interosseux
1534;Os sésamoïde distal
1534;Os sésamoïde distal du deuxième doigt de la main
1534;Os sésamoïde distal du troisième doigt de la main
1534;Os sésamoïde distal du quatrième doigt de la main
1534;Os sésamoïde distal du cinquième doigt de la main
1534;Os sésamoïde distal du deuxième doigt du pied
1534;Os sésamoïde distal du troisième doigt du pied
1534;Os sésamoïde distal du quatrième doigt du pied
1534;Os sésamoïde distal du cinquième doigt du pied
1535;Surface des fléchisseurs de l'os sésamoïde distal
1536;Surface articulaire de l'os sésamoïde distal
1537;Bord proximal
1538;Bord distal
1539;Os sésamoïdes dorsaux
1540;Os du membre pelvien
1541;Ceinture pelvienne
1541;Os de la ceinture pelvienne
1542;Os coxal
1543;Acetabulum
1544;Bord acétabulaire
1545;Fosse acétabulaire
1546;Incisure acétabulaire
1547;Surface semilunaire
1548;Partie majeure
1549;Partie mineure
1550;Epine ischiatique
1551;Foramen obturé
1552;Ilium
1553;Corps de l'ilium
1554;Aire latérale du muscle droit fémoral
1555;Aire médiale du muscle droit fémoral
1556;[Épine iliaque ventrale caudale]
1557;Aile de l'ilium
1558;Épine alaire
1559;Crête iliaque
1560;Tubérosité coxale
1561;Épine iliaque ventrale crâniale
1562;Lèvre interne
1563;Lèvre externe
1564;Tubérosité sacrale de l'ilium
1565;Épine iliaque dorsale crâniale
1566;Épine iliaque dorsale caudale
1567;Surface glutéale
1568;Lignes glutéales
1569;Ligne glutéale ventrale
1570;Ligne glutéale caudale
1571;Ligne glutéale dorsale (or)
1572;Ligne glutéale accessoire (eq, bo)
1573;Face sacropelvienne
1574;Surface iliaque
1575;Surface auriculaire de l'ilium
1576;Tubérosité iliaque
1577;Ligne arquée de l'ilium
1578;Tubercule du muscle petit psoas
1579;Grande échancrure sciatique
1580;Ischium
1581;Corps de l’ischium
1582;Table de l'ischium
1583;Branche de l'ischium
1583;Surface symphysaire de l'ischium
1584;Tubérosité ischiatique
1585;Petite échancrure sciatique
1586;Pubis
1587;Corps du pubis
